Event ID	Event Sub-ID	Entry/Revision Date	Record Status: 0 = Active; 1 = Inactive	COUNTRY	STATE	CITY	EVENT CODE	POPULATION	DATE	EARLIEST REPORTED DATE	NEWS SOURCE	HEADLINE	EVENT DESCRIPTION	FIRST REPORTED LINK	OTHER LINKS (GSS Link)	OTHER LINKS	Crowd Size	Encoding Comment
6064	0	9/25/2013	0	Chile	Araucan°a	Nueva Imperial	313	General Population	3/7/2013	3/13/2013	BioBioChile.com	"""La Araucan°a: Confirman segundo caso de virus Hanta en el a§o"""	"Se trata de Hern†n S†nchez, trabajador forestal de 65 a§os con domicilio en la comuna de Imperial. El hombre present¢ los primeros s°ntomas de la enfermedad el pasado 25 de febrero siendo derivado al Hospital Regional de Temuco el 7 de marzo, en donde se le realiz¢ el test de virus Hanta el cual result¢ positivo."	http://www.biobiochile.cl/2013/03/13/la-araucania-confirman-segundo-caso-de-virus-hanta-en-el-anno.shtml				"""La Araucan°a: Confirman segundo caso de virus Hanta en el a§o"", BioBio.cl, 13 March 2013"
6083	0	4/21/2013	0	Chile	B°o B°o	Arauco	313	General Population	4/9/2013	4/9/2013	BioBioChile.com	"""Menor muere por posible contagio de virus hanta en Tir£a"""	"Un menor de tan solo 10 a§os de edad result¢ fallecido, en primera instancia, por infecci¢n respiratoria aguda, aunque no se descarta que su deceso estÇ ligado aparentemente al virus hanta."	http://www.biobiochile.cl/2013/04/09/menor-muere-por-posible-contagio-de-virus-hanta-en-tirua.shtml				"""Menor muere por posible contagio de virus hanta en Tir£a"", BioBiochile.cl, 9 April, 2013"
6084	0	5/8/2013	0	Chile	AisÇn	Puerto AisÇn	313	General Population	4/6/2013	4/11/2013	BioBioChile.com	"""Confirman primer caso de Hanta Virus de la regi¢n desde el 2011 """	"Se confirm¢ el primer caso de Hanta Virus en la regi¢n de AysÇn en lo que va del a§o 2013, situaci¢n relevante entendiendo que desde la ?ratada? del a§o 2011 no se registraba contagios de este tipo en la zona"	http://www.radiosantamaria.cl/regional/1036-confirman-primer-caso-de-hanta-virus-de-la-region-desde-el-2011	http://www.biobiochile.cl/2013/04/12/confirman-caso-de-virus-hanta-en-puerto-aysen.shtml; http://nacional.biobiochile.cl/notas/2013/04/12/confirman-caso-de-virus-hanta-en-puerto-aysen.shtml			"""Confirman primer caso de Hanta Virus de la regi¢n desde el 2011 "", Santa Maria Regional, 11 April, 2013"
6086	0	5/14/2013	0	Chile	Los Lagos	Osorno	313	General Population	4/18/2013	4/18/2013	BioBioChile.com	"""Mujer muere en hospital de Osorno por contagio de hanta"""	"Una mujer de 38 a§os falleci¢ este jueves en dependencias del Hospital Base de Osorno producto del contagio de virus hanta, transform†ndose en el primer caso y la primera v°ctima de la zona en 2013."	http://www.biobiochile.cl/2013/04/18/mujer-muere-en-hospital-de-osorno-por-contagio-de-hanta.shtml				"""Mujer muere en hospital de Osorno por contagio de hanta""; biobioChile.cl; 18 April, 2013"
6817	0	6/13/2013	0	Chile	Maule	Talca	313	General Population	5/8/2013	5/9/2013	www.elamaule.cl	"""Primer caso de hanta y con consecuencia fatal en el Maule durante 2013"""	Primer caso de hantavirus en la Regi¢n del Maule y con consecuencia fatal. Se trata de un joven de 26 a§os con residencia en la comuna de Pencahue y que estaba trabajando en una empresa elaboradora de aceite de oliva del sector. 	http://www.elamaule.cl/noticia/sociedad/primer-caso-de-hanta-y-con-consecuencia-fatal-en-el-maule-durante-2013		http://www.diariolaprensa.cl/region/confirmado-primer-caso-fatal-de-hantavirus-en-el-maule-del-2013/		"""Primer caso de hanta y con consecuencia fatal en el Maule durante 2013""; El aMaule; 9 May, 2013"
6818	0	9/29/2013	0	Chile	B°o B°o	Los ?ngeles	313	General Population	5/23/2013	5/23/2013	www.biobiochile.cl	Muere paciente sospechoso de virus Hanta en la regi¢n del B°o B°o - Radio B°o-B°o  	"Un nuevo caso sospechoso de virus Hanta se registr¢ en la regi¢n del B°o B°o, luego que un paciente muriera presuntamente a ra°z de dicha enfermedad.  Se trata de un hombre de 54 a§os, quien muri¢ posiblemente a consecuencia del virus transmitido por roedores en Los ?ngeles."	http://www.biobiochile.cl/2013/05/23/muere-paciente-sospechoso-de-virus-hanta-en-la-region-del-bio-bio.shtml				"""Muere paciente sospechoso de virus Hanta en la regi¢n del B°o B°o""; Biobiochile.cl; 23 May, 2013 "
7539	0	6/14/2013	0	Chile	B°o B°o	Coihueco	313	General Population	5/14/2012	5/14/2012		ISP confirm¢ nueva v°ctima de virus hanta en el Biob°o	"The patient, from Nuble province, was taken to the hospital this past 11 May due to the seriousness of his clinical status and a rapid test that was done with positive results. However, the confirmation of the local test by the ISP was necessary, the results of which arrived this past Monday [14 May 2012]."	"http://noticias.terra.cl/nacional/isp-confirmo-nueva-victima-de-virus-hanta-en-el-biobio,a9ea43d8b1e47310VgnVCM3000009acceb0aRCRD.html"	"http://noticias.terra.cl/nacional/isp-confirmo-nueva-victima-de-virus-hanta-en-el-biobio,a9ea43d8b1e47310VgnVCM3000009acceb0aRCRD.html"	http://www.promedmail.org/		"""ISP confirm¢ nueva v°ctima de virus hanta en el Biob°o"", Terra, 14 May, 2012"
7541	0	6/14/2013	0	Chile	Maule	Talca	313	General Population	2/17/2012	2/17/2012		ISP: aumentan a 15 los casos de virus Hanta en el pa°s	Se trata de un paciente de 48 a§os y quien se encuentra internado en el Hospital de Talca. Se desconoce su estado de salud.	"http://noticias.terra.cl/nacional/isp-aumentan-a-15-los-casos-de-virus-hanta-en-el-pais,da8a14c869d85310VgnVCM3000009af154d0RCRD.html"	"http://noticias.terra.cl/nacional/isp-aumentan-a-15-los-casos-de-virus-hanta-en-el-pais,da8a14c869d85310VgnVCM3000009af154d0RCRD.html"	http://www.promedmail.org/		"""ISP: aumentan a 15 los casos de virus Hanta en el pa°s"", Terra, 17 February, 2012"
7972	0	7/14/2013	0	Chile	Los Lagos	Lanco	313	General Population	6/15/2013	6/15/2013	Google News Espan?ol	Minsal confirma nuevo caso de virus Hanta en la regi¢n de Los R°os - Radio B°o-B°o 	"Un nuevo caso de hanta virus fue confirmado este s†bado por la Seremi de Salud, en la Regi¢n de Los R°os. La peligrosa enfermedad afecta a un hombre de 51 a§os, quien es trabajador agr°cola en la comuna de Lanco, seg£n se precis¢. El seremi de Salud, Richard R°os, se§al¢ que el Laboratorio de Virolog°a de la Universidad Austral de Chile confirm¢ este nuevo caso, el cuarto en la zona en lo que va del a§o."	http://www.biobiochile.cl/2013/06/15/minsal-confirma-nuevo-caso-de-virus-hanta-en-la-region-de-los-rios.shtml 	http://www.biobiochile.cl/2013/06/15/minsal-confirma-nuevo-caso-de-virus-hanta-en-la-region-de-los-rios.shtml 			"""Minsal confirma nuevo caso de virus Hanta en la regi¢n de Los R°os - Radio B°o-B°o"",Biobiochile.cl; 15, June, 2013; A new case of hantavirus was confirmed Saturday by the Seremi of Health in the Region of Los Rios. The dangerous disease affects a man of 51, who are a farm worker in the town of Lanco, as said. The Health SEREMI, Richard Rivers, said the Virology Laboratory of the Universidad Austral de Chile confirmed this new case, the fourth in the area so far this year.Health Ministry confirms new case of Hanta virus in the Los Rios - Radio B°o-B°o"
9577	0	8/23/2013	0	Chile	B°o B°o	Ca§ete	313	General Population	7/19/2013	7/19/2013	Chile Miinistry of Health	S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE272013.pdf	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE272013.pdf			"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 10 July, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 33; Edad-43; Sexo - F; Comuna probable de infecci¢n - CA•ETE; SE 28; TIPE - SCPH; Fecha confirmacion - 19-07-2013; Condici¢n - De Alta"
10588	0	9/4/2013	0	Chile	Maule	Molina	313	General Population	8/6/2013	8/6/2013	Chile Miinistry of Health	S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE362013.pdf	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE362013.pdf			"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus;  6, August 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus -No. 34; Edad-10; Sexo - M; Comuna probable de infecci¢n - MOLINA; SE - 31; TIPO - SCPH; Fecha confirmacion - 06-08-2013; Condici¢n - Hospitalizado"
11847	0	12/2/2013	0	Chile	Los Lagos	Futrono	313	General Population	10/1/2013	10/3/2013	Chile Ministry of Health; biobiochile.cl	S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus 	"Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus--39 y.o., male, confirmed hantavirus 01-10-2013, pt hospitalized"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE402013.pdf	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE402013.pdf	http://www.biobiochile.cl/2013/10/03/confirman-quinto-caso-de-hanta-virus-en-los-rios-y-lanzan-campana-para-evitar-contagios.shtml		"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 1 October, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 36; Edad-39; Sexo - M; Comuna probable de infecci¢n - FUTRONO; SE 38; TIPE - SCPH; Fecha confirmacion - 01-10-2013; Condici¢n -Hospitalizado                                                                                                                                                          Health authorities in the Region of Los Rios confirmed the fifth case of hantavirus, and launched a campaign to prevent the spread during the spring-summer season.                                                                                                    From http://www.biobiochile.cl/2013/10/03/confirman-quinto-caso-de-hanta-virus-en-los-rios-y-lanzan-campana-para-evitar-contagios.shtml  10/03/2013; 
This is a 39 year old farm laborer from the village of Nontuel†, in the commune of Futrono, whose case was confirmed by the laboratory of the Universidad Austral de Chile. 
This was stated by Health Seremi, Richard Rivers, who said the patient in the Hospital Base Valdivia is in good condition and without mechanical ventilation, common feature of the five cases recorded this year. 
Regarding the cases confirmed this year, three are men of 46, 24 and 51 years in the towns of Valdivia and Lanco and a woman of 30 years in the metropolitan region, who developed a mild cardiopulmonary box. 
For this reason and to avoid an increase in the numbers of cases in the spring-summer season, the Regional Ministerial Secretariat of Health came to the bus station in Valdivia to deliver recommendations informative material.                "
11848	0	10/10/2013	0	Chile	Valpara°so	Quillota	313	General Population	9/30/2013	10/1/2013	biobiochile.cl; Chile Ministry of Health	Trabajador agricultural Quillota es el primer case of Hanta virus en la regi¢n Valparaiso	"Quillota agricultural worker is the first case of hantavirus in the region of Valpara°so.  This SEREMI el martes de Salud Jaime Jamett confirm it with the director of Servicio de Salud Vi§a del Mar - Quillota, Margarita Estefan, el primer case of Hanta virus del a§o 2013 en la regi¢n of Valparaiso. 
La persona infected es un hombre de 56 a§os, del trabajador agricultural sector La Palma. Seg£n informaciones delivered by patient Jamett el encuentra en la unidad hospital intensive care del Hospital San Mart°n de Quillota, encontr†ndose estable con buen pron¢stico. 
Juduardo JimÇnez del rogue doctor patient, explain state el en el que el ENTRY patient hasta la unidad del Hospital of urgencies. 
El SEREMI de Salud, Jaime Jamett, highlight this sense en el buen pron¢stico of recuperaci¢n del patient ha favorablemente responded to them that care les est†n toasting. 
This con nuevo confirmed case aumentan them to 35 affected by this virus, just cuando el starts summery period, peak time peligrosidad en en contagion by Hanta."	http://www.biobiochile.cl/2013/10/01/trabajador-agricola-de-quillota-es-el-primer-caso-de-hanta-virus-en-la-region-de-valparaiso.shtml	http://www.biobiochile.cl/2013/10/01/trabajador-agricola-de-quillota-es-el-primer-caso-de-hanta-virus-en-la-region-de-valparaiso.shtml	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE402013.pdf		" ""Trabajador agricultural Quillota es el primer case of Hanta virus en la regi¢n Valparaiso""; biobiochile.cl; 1, Ocotber, 2013;  This SEREMI Health on Tuesday confirmed it Jamett Jaime With The Director of Health Services Hyderabad - Quillota, Margarita Estefan, the first case of Hanta virus in 2013 in the region of Valparaiso.
The infected person is a 56-year-old agricultural worker sector La Palma. According to reports delivered by patient Jamett the hospital in the intensive care unit of the Hospital San Mart°n de Quillota, being stable with good prognosis.
Dr. Jimenez's rogue Juduardo patient, explain the state in which the patient to the unit ENTRY Hospital of urgencies.
The Health SEREMI, Jaime Jamett, highlight this sense in the good prognosis of recovery of the patient has Respond favorably to them they are toasting That Care.
This new confirmed case to increase them to 35 Affected by This virus, starts just when the summery period, peak time in contagion dangerousness by Hanta.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 30, September, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 35; Edad-56; Sexo - M; Comuna probable de infecci¢n - QUILLOTA; SE 38; TIPE - SCPH; Fecha confirmacion - 30-09-2013; Condici¢n -Hospitalizado     "
11849	0	11/11/2013	0	Chile	Santiago	Santiago	313	General Population	10/18/2013	10/24/2013	biobiochile.cl; Chile Ministry of Health	Confirman que otro familiar de Cecilia Morel tambiÇn se contagi¢ con virus hanta; S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus	"They confirm that another relative of Cecilia Morel became infected with hantavirus; Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus .  Este lunes se dio a conocer que Eduardo Morel (38), sobrino de la primera dama Cecilia Morel, se contagi¢ de virus hanta, aparentemente en la regi¢n Metropolitana.
 La informaci¢n fue confirmada por el Instituto de Salud P£blica (ISP), se§al†ndose adem†s que present¢ sus primeros s°ntomas el viernes 18 de octubre pasado, quedando hospitalizado desde esa fecha en la Cl°nica Alemana, en estado grave conectado a ECMO y en di†lisis, producto de los severos da§os que le ha causado el virus.
 Este martes altas fuentes de La Moneda indicaron que la esposa del ingeniero civil, tambiÇn est† contagiada con el virus, esto tras realizarle los ex†menes correspondientes.
"	http://www.biobiochile.cl/2013/10/29/confirman-que-otro-familiar-de-cecilia-morel-tambien-se-contagio-con-virus-hanta.shtml	http://www.biobiochile.cl/2013/10/29/confirman-que-otro-familiar-de-cecilia-morel-tambien-se-contagio-con-virus-hanta.shtml	http://www.theglobaldispatch.com/mexico-reports-36-new-cholera-cases-92440/		"""Confirman que otro familiar de Cecilia Morel tambiÇn se contagi¢ con virus hanta"";  biobiochile.cl; , 29  Ocotber, 2013;  This Monday announced that Eduardo Morel ( 38 ) , nephew of the first lady Cecilia Morel , was infected with hantavirus , apparently in the metropolitan region. 
The information was confirmed by the Public Health Institute (ISP ) , indicating further that presented their first symptoms on Friday, Oct. 18 , being hospitalized since that date in German Clinic , in serious condition connected to ECMO and dialysis product the severe damage that has caused the virus.
 On Tuesday high sources of the Currency said that the wife of a civil engineer, also is infected with the virus.                                                                                                                                                                                                                                                     Diagnosis confirmed from Chile Ministry of Health Website - S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 25 October, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 37; Edad-38; Sexo - M; Comuna probable de infecci¢n -EN ESTUDIO ; SE 42; TIPE - SCPH; Fecha confirmacion - 24-10-2013; Condici¢n -Hospitalizado            "
12808	0	12/2/2013	0	Chile	Los Lagos	Chonchi	313	General Population	10/25/2013	10/28/2013	Chile Ministry of Health;www.redloslagos.com	Ministerio de Salud confirm¢ contagio con virus hanta en ChiloÇ	"Ministry of Health confirmed infection with hantavirus in ChiloÇ.  El afectado es un hombre de 28 a§os que reside en Santiago, cuyo contagio se presume ocurri¢ en Chonchi. Los ex†menes especializados arrojaron que el hombre padece S°ndrome Cardiopulmonar por Hantavirus con evoluci¢n favorable, teniendo como £nico antecedente de riesgo haber visitado un parque en la comuna Chonchi.  

Se trata del primer contagio que ocurre en el ArchipiÇlago de ChiloÇ durante la presente temporada, el quinto a nivel regional luego de dos contagios en Puerto Octay ocurridos en enero y abril, y otros dos en las comunas de Frutillar y Puerto Varas, en febrero y mayo respectivamente."	http://redloslagos.com/ministerio-de-salud-confirmo-contagio-con-virus-hanta-en-chilon/	http://redloslagos.com/ministerio-de-salud-confirmo-contagio-con-virus-hanta-en-chilon/	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE432013.pdf		
12886	0	11/26/2013	0	Chile	Libertador General Bernardo O'Higgins	Rancagua	313	General Population	11/4/2013	11/4/2013	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 4 November, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 39; Edad-36; Sexo - M; Comuna probable de infecci¢n - OLIVAR; SE 43; TIPE - SCPH; Fecha confirmacion - 04-11-2013; Condici¢n -Hospitalizado"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE472013.pdf				"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 4 November, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 39; Edad-36; Sexo - M; Comuna probable de infecci¢n - OLIVAR; SE 43; TIPE - SCPH; Fecha confirmacion - 04-11-2013; Condici¢n -Hospitalizado ;  The Chile MOH lists this case in Olivar.  This small town is not listed in the World Gazetteer--the event is encoded in the nearest town that is listed in the WG, Rancagua."
12887	0	11/26/2013	0	Chile	Metropolitana	Mar°a Pinto	313	General Population	11/5/2013	11/5/2013	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 5 November, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 40; Edad-59; Sexo - M; Comuna probable de infecci¢n - MARIA PINTO; SE 44; TIPE - SCPH; Fecha confirmacion - 05-11-2013; Condici¢n -Fallecido"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE472013.pdf				"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 5 November, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 40; Edad-59; Sexo - M; Comuna probable de infecci¢n - MARIA PINTO; SE 44; TIPE - SCPH; Fecha confirmacion - 05-11-2013; Condici¢n -Fallecido"
12888	0	11/26/2013	0	Chile	Maule	Curic¢	313	General Population	11/20/2013	11/20/2013	Chile Ministry of Health; minsal.cl	Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus 	"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 20 November, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 41; Edad-34; Sexo - M; Comuna probable de infecci¢n - CURICO; SE 45; TIPE - SCPH; Fecha confirmacion - 20-11-2013;  Condici¢n -Hospitalizado"	http://epi.minsal.cl/epi/html/bolets/reportes/Hantavirus/hantavirus_SE472013.pdf				"S°ndrome cardiopulmonar (SCPH) y enfermedad leve (EL) por hantavirus; 20 November, 2013; Chile Ministry; From Chile Ministry of Health website - Cardiopulmonary syndrome (HCPS) and mild (EL) hantavirus - No. 41; Edad-34; Sexo - M; Comuna probable de infecci¢n - CURICO; SE 45; TIPE - SCPH; Fecha confirmacion - 20-11-2013;  Condici¢n -Hospitalizado"
